id,name,subject,salary
6401,Christopher Hubbard,History,75190.88
6402,Madison Long,Math,54297.43
6403,Daniel Bailey,Physics,49829.76
6404,Anthony Green,Geography,48960.46
6405,Brooke Duran,Physics,45405.61
6406,Brent Salazar,History,50576.79
6407,Barry Wilkinson,History,40829.46
6408,John Hampton,Geography,57468.74
6409,Hailey Reyes,Chemistry,67985.86
6410,Jerry Miller,Chemistry,49318.36
6411,Lisa Snyder,Chemistry,75070.37
6412,Debra Blackburn,Computer,60808.19
6413,Harold Owen,Geography,31579.58
6414,Danielle Ramirez,Geography,75010.52
6415,Jenny Jones,Chemistry,46871.52
6416,Jerome Pierce,History,59316.02
6417,Debbie Smith,Science,44472.0
6418,Peggy Hood,Biology,52709.38
6419,Juan Moore,Geography,55265.64
6420,Brandy Harris,Math,61739.73
6421,Ashlee Moore,Computer,43908.23
6422,Pamela Scott,Physics,50668.24
6423,Randy Brown,History,67787.28
6424,Tami Sullivan,English,32627.53
6425,Michelle Martinez,Biology,40625.3
6426,Rodney Dillon,Computer,71790.19
6427,Carol Rodriguez,Chemistry,68145.3
6428,Teresa Smith,Chemistry,77979.78
6429,Tanya Harris,Physics,61880.21
6430,Andrew Rice,Computer,41581.04
6431,Wesley Stephens,Geography,63777.95
6432,Terry Johnson,History,53128.65
6433,Colleen Greene,Science,70027.06
6434,Austin Williams,Math,43848.46
6435,Margaret Santos,Computer,58546.49
6436,Mark Beck,History,57216.7
6437,Hannah Moreno,History,55212.95
6438,Deborah Frederick,Biology,46827.11
6439,Wanda Ritter,Computer,44847.86
6440,Felicia Mitchell,Chemistry,33548.23
6441,Wendy Newton,Computer,50357.43
6442,Robert Brooks,History,72299.16
6443,Michael Mendoza,Biology,50715.7
6444,Jeffrey Smith,History,37242.05
6445,Alan Jenkins,English,35772.04
6446,Danielle Jones,Math,32237.21
6447,Michael Andrews,Computer,79347.93
6448,Melvin Cochran,Math,41216.88
6449,Kevin Stevens,History,65821.84
6450,Joshua Smith,English,66518.97
6451,Stacy Gonzalez,Chemistry,44717.5
6452,Beth George,Geography,79469.19
6453,Diane Bates,Biology,33308.09
6454,Beth Walker,Geography,51100.29
6455,Chad Ruiz,English,39655.15
6456,Joe Schneider,English,35238.28
6457,Miranda Noble,Physics,58262.53
6458,Christina Barr,Math,34861.26
6459,Jason Wilson,History,59546.9
6460,Sara Cruz,History,53880.15
6461,Tracy Evans,Physics,64117.38
6462,Brian Sutton,Biology,37945.82
6463,Julia James,Computer,55612.97
6464,Sarah Harper,Chemistry,66358.74
6465,Rebecca Richardson,Physics,35273.99
6466,John Jones,Science,72090.99
6467,Mark Singleton,History,36078.81
6468,Michael Wong,Biology,34066.32
6469,Daniel Bennett,History,67647.5
6470,Angela Aguilar,Geography,46558.53
6471,Bailey Moore,Science,60983.47
6472,Sandra Tran,Science,72647.84
6473,Lisa Holloway,Physics,73664.92
6474,Laura Johnson,Chemistry,72949.02
6475,Benjamin Baird,English,42297.49
6476,Jonathan Rogers,English,33673.52
6477,Sara Lewis,Geography,49017.7
6478,Kerry Petersen,History,70024.45
6479,Lindsey Pacheco,Geography,36879.37
6480,Dean Williams,Computer,55702.26
6481,Robert Sanchez,Math,56104.66
6482,Marissa Gonzalez,History,65732.86
6483,Michael Chavez,English,33529.57
6484,Paula Fernandez,Science,45227.28
6485,Donna Morris,Math,30222.93
6486,Thomas Coleman,Geography,67065.69
6487,Luis Adams,Geography,73083.79
6488,Travis Carter,Math,55196.9
6489,Mark Edwards,History,44805.66
6490,Corey Peterson DVM,Science,43921.96
6491,Sean Dennis,Science,69875.61
6492,Thomas Brock,Science,49836.13
6493,Travis Martinez,History,60991.75
6494,Marvin Hooper,Geography,69308.46
6495,Victor Green,Physics,63418.56
6496,Sean Branch,English,38932.3
6497,Jeremy Jackson,Math,34621.57
6498,Ashley Flores,Science,49809.32
6499,Larry Willis,Geography,65667.13
6500,Angela Richardson,History,68881.6
6501,Jeffery Ford,Physics,37559.5
6502,Erika Arroyo,History,70947.52
6503,Mr. Adam Freeman,Biology,51803.55
6504,Benjamin Cervantes,Biology,56199.34
6505,Danielle Wilson,Geography,59372.26
6506,Gina Smith,English,79993.19
6507,Angela Fox,Biology,33535.14
6508,Amanda Soto,Science,70964.75
6509,Brittany Robinson,Chemistry,57856.24
6510,Samuel Medina DVM,Physics,58998.23
6511,Nicole Greer,Geography,37835.01
6512,Jerry Brown,Computer,54501.76
6513,Brian Bowen,Math,51826.45
6514,Megan Rosario,Biology,54389.14
6515,Bobby Bowman,Physics,70411.13
6516,Katherine Holland,English,74124.2
6517,Robert Mccall,Math,32902.28
6518,Ryan Warren,Biology,62680.29
6519,Mrs. Susan Allen MD,Computer,77131.82
6520,Jeffrey Monroe,Biology,78766.14
6521,Frank Cochran,Biology,72396.54
6522,David Sandoval,Geography,71464.11
6523,Brian Bailey,History,42039.49
6524,Tara Blair,Geography,70649.44
6525,Julie Morales,Physics,64621.78
6526,Lucas Armstrong,English,70060.82
6527,Luke Cruz,Science,49886.86
6528,Kevin King,Geography,69152.22
6529,Sherry Clark,Biology,61543.52
6530,Mary Meyer,Science,62016.2
6531,Patricia Robinson,Chemistry,42876.21
6532,Kaitlyn Schmidt,Math,55188.72
6533,Kyle Stark,Physics,73214.32
6534,Kevin Glenn,English,36110.57
6535,Gordon Dixon,Math,65817.88
6536,Jason English,Geography,46526.14
6537,Jason Weber,Physics,61242.57
6538,Molly Jones,Physics,71632.01
6539,Patrick Lyons,English,77590.2
6540,Jacob Nelson,Chemistry,38232.96
6541,Nicole Phillips,Biology,53155.96
6542,Garrett Davila,Geography,63646.76
6543,Christopher Mitchell,English,51763.73
6544,Ruth Tate DDS,Science,68725.27
6545,Allen Rhodes,History,60995.0
6546,Aimee Carlson,Geography,42393.18
6547,Donna Russo,English,58642.03
6548,Martin Flores,Physics,51736.79
6549,James Graham,History,36758.51
6550,Carrie Frederick,Biology,53544.95
6551,Danny Carter,Science,45117.82
6552,Donald Montgomery,English,59208.03
6553,Victoria Mclean,Physics,65194.55
6554,Elizabeth Spencer,Chemistry,46621.05
6555,Vincent Hull,Geography,53658.31
6556,Kyle Graham,History,53175.56
6557,Isaiah Brown,Math,56768.21
6558,Andrew Thomas,Physics,60460.42
6559,Sharon Boyer PhD,Chemistry,54029.03
6560,Sharon Grimes,History,64878.91
6561,Victoria Garcia,History,73053.08
6562,Edward Kim,English,40184.27
6563,Alexander Clark,Biology,49489.14
6564,Dr. Matthew Stanley,History,35003.58
6565,Patrick Butler,Geography,41360.95
6566,Willie Ward,Geography,49694.97
6567,Julie Blackwell,Computer,32985.49
6568,Catherine Black,Geography,40819.92
6569,Caroline Cox,Geography,57732.47
6570,Penny Lane,Computer,32907.83
6571,Phillip Cox,Computer,70701.8
6572,Travis Gomez,Math,75255.47
6573,Casey Thomas,Physics,40930.37
6574,Joshua Bailey,Biology,67501.58
6575,Scott Nolan,Physics,39442.52
6576,Katherine Cooley,Chemistry,64883.89
6577,David Garcia,Biology,57508.96
6578,Stephanie Hunt,Biology,43584.22
6579,John Mosley,Computer,57509.22
6580,Charles Lloyd,Chemistry,39934.58
6581,John Casey,Chemistry,50906.06
6582,Austin Pierce,Computer,71658.97
6583,Barbara Ritter,Physics,60788.55
6584,Richard Garcia,Computer,42570.7
6585,Zachary Davis,Chemistry,67959.41
6586,Adam Gay,Biology,68232.37
6587,Kelly Pineda,Math,48791.67
6588,Maureen Odom,English,30973.68
6589,Kathryn Williams,Physics,74016.52
6590,Jack Jackson,History,76927.23
6591,Andrew Lewis,Physics,30576.93
6592,Leslie Leon,Biology,74920.41
6593,Marcus Hamilton,English,58102.0
6594,Mark Miller,Science,55562.25
6595,Stephanie Glenn,Math,51667.51
6596,Catherine Hernandez,Biology,76609.9
6597,Darren Bender,History,32027.61
6598,Michael Padilla,Geography,51124.74
6599,Timothy Hickman,Science,61678.77
6600,Robin Price,Physics,51213.25
6601,Javier Summers,Science,67528.51
6602,Jason Williams,Science,47258.59
6603,Matthew Brown,Biology,54302.97
6604,Kimberly Lopez,Physics,67466.68
6605,Anthony Taylor,Math,71057.97
6606,Shane Howard,Geography,50714.02
6607,Barbara Myers,English,79881.59
6608,Rodney Lee,Physics,31228.12
6609,Scott Choi,Computer,60601.15
6610,Brian Warner,Science,36768.01
6611,Hailey Price,Chemistry,75093.48
6612,Wendy Perkins,English,58999.93
6613,Hunter Romero,Physics,35774.3
6614,Jennifer Jackson,Math,74214.84
6615,Paul Johnson,History,53315.26
6616,Jeremy Santiago,English,68058.39
6617,Elizabeth Jackson,English,73343.02
6618,Annette Mullen,Chemistry,31753.41
6619,Elizabeth Rubio,Biology,45200.2
6620,Jordan Stewart,Math,73977.0
6621,Raymond Estes,Physics,39158.56
6622,Wanda Cooper,English,41536.1
6623,Erin Gray,Biology,57932.42
6624,Rebecca Garcia,Geography,61593.86
6625,Stanley Watkins,Geography,40951.89
6626,Shane Jackson,Computer,31970.53
6627,Amber Perry,Physics,61170.65
6628,Linda Hodge,Science,78782.07
6629,Joseph Ware,Biology,78903.64
6630,Sarah Montgomery,Chemistry,51630.05
6631,Sarah Smith,Math,75747.47
6632,Paul Hutchinson,Geography,40934.18
6633,Anita Odom,Math,56564.97
6634,Carrie Wood,Math,47145.39
6635,April Anderson,Physics,63456.7
6636,Amy Johnson,Biology,43723.52
6637,Hannah Lyons,English,36623.57
6638,Grant Roberts,Computer,79939.16
6639,Colleen Jensen,Physics,55389.03
6640,Donna Moss,English,70135.17
6641,Randall Robles,Geography,77135.72
6642,Stephanie Owens,Geography,30207.52
6643,Sharon Sullivan,Chemistry,40537.16
6644,Sarah Martin,Geography,31817.02
6645,Casey Leon,Physics,41097.59
6646,Wendy Williams,Physics,32985.2
6647,Barry Miles,Physics,66404.09
6648,Jennifer Meyers,History,54146.13
6649,Brian Hall,Chemistry,77548.04
6650,Mitchell Brown,Geography,43875.91
6651,Nicole Soto,Physics,34996.11
6652,Gregory Mosley,History,55656.12
6653,Stephanie Combs,Chemistry,76364.99
6654,Katherine Mendez,Physics,47494.48
6655,Wendy Greene,Physics,63118.88
6656,Ronald Ortiz,Physics,63372.07
6657,John Johnston,Geography,63989.88
6658,Carlos Carr,Chemistry,73498.75
6659,John Sanchez,History,42684.4
6660,Michele Merritt,Science,78255.12
6661,Kimberly Odom,Computer,36540.38
6662,Brittney Combs,Biology,44082.75
6663,Paul Alexander,Biology,51964.68
6664,Jonathan Rodriguez,Geography,35114.64
6665,Wanda Doyle,Geography,41910.23
6666,William Thompson,Biology,41078.83
6667,John Roman,Math,68982.17
6668,Gerald Vasquez,Math,50955.1
6669,Gabrielle Ortiz,English,55016.16
6670,Chase Campbell,Physics,33873.17
6671,Erica Dunn,Computer,37842.99
6672,Joseph Chapman,History,70080.63
6673,Sarah Brock,English,42691.88
6674,Lauren Bender,Physics,73042.97
6675,John Herman,Biology,33895.8
6676,Matthew Braun,Biology,54837.79
6677,Matthew Stewart,History,73116.91
6678,Crystal Green,Physics,33302.38
6679,Christine Hawkins,History,37709.86
6680,Thomas Edwards,English,65568.89
6681,Kimberly Benitez,Math,71469.33
6682,Shane Moore,Math,55370.23
6683,Joan Hawkins,Biology,58325.4
6684,Luis Skinner,Geography,33924.97
6685,Brian Decker,Biology,42517.42
6686,Matthew Lopez,Biology,44300.16
6687,Rodney Butler,Geography,74440.41
6688,Ashlee Thomas,English,71795.41
6689,Mario Carter,Geography,73550.0
6690,David Zavala,Geography,67050.55
6691,Zachary Santos,English,67779.47
6692,Luis Moore,Chemistry,69451.12
6693,Jeffrey Andersen,Science,30748.18
6694,Maria Kemp,Biology,69572.67
6695,Susan Bernard,Science,77247.85
6696,James Anderson,Physics,31396.1
6697,Kara Owens,Computer,46432.2
6698,Timothy Taylor,Physics,30070.58
6699,Steven Johnson,History,46965.16
6700,Andrew Lambert,Science,76231.4
6701,Nathan Rios,Biology,55226.58
6702,Karen Johnson,Biology,49070.25
6703,Nicholas Ryan,History,40932.36
6704,Caroline Lambert DDS,Chemistry,74121.49
6705,Barbara Kemp,Geography,79911.71
6706,Stephanie Allen DVM,Chemistry,73262.35
6707,Crystal Rivas,History,47441.4
6708,John Bailey,Biology,51997.63
6709,Toni Rice,Math,71881.59
6710,Matthew Anderson,Geography,62615.72
6711,Timothy Patel,Chemistry,34291.62
6712,Jesus Ford,Chemistry,50303.77
6713,Rick Wallace,Science,40916.8
6714,Kristen Peterson,Geography,75859.64
6715,Sylvia Moss MD,Math,74811.73
6716,Christine Cox,Physics,33500.44
6717,Sean Hall,Physics,76249.27
6718,Cathy Kim,Chemistry,39206.46
6719,Kevin Salinas,Math,35010.08
6720,Kevin Braun,Computer,30723.11
6721,Brenda Buckley,Chemistry,50392.04
6722,Christopher Gonzalez,Science,57648.67
6723,Deanna Carney,History,39258.14
6724,James Medina,English,67312.34
6725,Sarah Price MD,Physics,66581.37
6726,Joanna Lang,English,60837.34
6727,Rebecca Tate,Computer,48267.1
6728,Dawn English DDS,History,67379.64
6729,Jessica May,Science,66636.52
6730,Stacey Garza,Chemistry,79627.52
6731,Jordan Armstrong,Physics,78979.77
6732,Jennifer Wells,Geography,46175.57
6733,Laura King,Math,50576.36
6734,Brandon Hunt,Math,32864.39
6735,Harry Bradford,Computer,48015.07
6736,Travis Shaw,Science,68261.83
6737,Michele Garcia,Computer,35690.92
6738,Jennifer Rodriguez,Biology,77542.53
6739,Hailey Davidson,History,53466.92
6740,Kim Ramos,Science,64423.85
6741,Eric Hall,Computer,42168.56
6742,Christopher Thomas,Chemistry,70858.37
6743,Beth Taylor,Biology,52854.47
6744,Gregory Spencer,Chemistry,72193.9
6745,Mark Thompson,Chemistry,73908.67
6746,Jill Brown,Physics,60374.51
6747,Jeffrey Cameron,English,40227.58
6748,Laura Horne,Math,67037.68
6749,William King,Chemistry,32951.02
6750,Peter Brooks,Science,44731.61
6751,Julie Mullins,Physics,64628.45
6752,John Wilson,Biology,63993.4
6753,Rachel Grimes,English,45583.16
6754,Stephanie Alexander,Biology,45773.51
6755,William Hurst,Math,47018.98
6756,Leroy Lowe,Math,44083.67
6757,Kyle Clark,Physics,36463.5
6758,Albert Farmer,Geography,53257.32
6759,Nancy Rocha,Computer,50378.29
6760,Bryan Carlson,Math,34316.72
6761,Katherine Stewart,Geography,58745.56
6762,Chad Miller,Science,34526.09
6763,Jennifer King,Biology,41899.86
6764,Sally Lopez,Chemistry,77462.99
6765,Michael Bradley,Math,75825.85
6766,Howard Baker,Geography,70781.51
6767,Chris Ross,Science,64166.25
6768,Brandon Adkins,Biology,42111.03
6769,Paul Hill,Geography,37701.79
6770,Gail Kelley,Physics,63307.0
6771,Frank Schultz,History,39735.65
6772,Aaron Zimmerman,English,69378.6
6773,Amy Ford,Computer,49495.57
6774,Thomas Carter,Science,43643.26
6775,Madison Frazier,English,39473.78
6776,Michael Kelly Jr.,History,74436.97
6777,Heather Jones,Chemistry,78309.62
6778,Steven Moore,Physics,71969.0
6779,Carolyn Wilcox,English,56447.23
6780,John Harris,Science,76139.93
6781,Cody Jackson,English,74209.46
6782,Tammy Carter,Math,78612.4
6783,Cesar Morgan Jr.,Science,74932.47
6784,Jerry Rice,Biology,35299.71
6785,Debra Johnson,Biology,62687.99
6786,Sheila Willis,Computer,59313.14
6787,Latoya Brown,Biology,79401.04
6788,Andrew English,Chemistry,78023.29
6789,Nancy Juarez,Science,36879.22
6790,Vanessa Malone,History,62679.96
6791,Sheri Patel,Chemistry,50808.56
6792,Kelli Ward,Biology,33303.31
6793,David Peterson,Math,49117.34
6794,Derek Turner,English,45652.73
6795,Gabrielle Pena,Computer,53373.03
6796,David Simpson,English,59896.64
6797,Erik Avery,Geography,46037.0
6798,Kendra Morrison,Chemistry,60860.99
6799,Charles Hahn,Chemistry,40464.62
6800,Misty Davis,Geography,77775.68
6801,Marie Rogers,Computer,46989.19
6802,Jessica Ellis,Chemistry,46772.11
6803,Duane Bush,English,65611.52
6804,Ryan Clark,Biology,78405.33
6805,Michaela Wilson,Biology,40568.9
6806,Kayla Doyle,Computer,63256.9
6807,Michelle Thornton,Geography,53759.09
6808,Lauren Hester,History,70803.96
6809,Thomas Ward,Science,73829.54
6810,Jennifer Christian,Geography,34424.45
6811,Ronald Ortiz,Math,69218.2
6812,Kathryn Gross,Geography,38125.13
6813,Joshua Rhodes,Math,39608.64
6814,Jason Cannon,English,52158.15
6815,Chelsea Reed,English,40112.87
6816,Selena Diaz,Chemistry,50826.48
6817,Megan Brown,Geography,38669.22
6818,Eric Lee,Physics,42093.84
6819,Gregory Ward,History,58088.81
6820,Alyssa Johnson,Biology,50555.25
6821,Michael Russell,Geography,77150.94
6822,Devin Cole,Math,61014.21
6823,Crystal Valenzuela,English,34339.59
6824,Leslie Bass,Computer,32965.05
6825,Angela Daniels,Biology,63776.11
6826,Amber Martinez,Math,41254.7
6827,Keith Brewer DDS,History,50690.2
6828,Alexandra Shelton,Science,58678.41
6829,Megan Jacobs,Physics,77871.43
6830,Jamie Anderson,Biology,35273.78
6831,Tina Jennings,Chemistry,65770.98
6832,Susan Ward,English,38221.81
6833,Alexis Adkins,Geography,65319.25
6834,Tina Orr,Biology,61624.37
6835,Michael Carson,Geography,70360.63
6836,James Brown,Geography,37697.5
6837,Kyle Bright,Science,48070.52
6838,April Swanson,Science,53360.38
6839,Steven Gross,Biology,73502.68
6840,Angela Soto,Geography,72290.81
6841,Thomas Reese,Computer,44901.18
6842,Megan Cole,Biology,40497.41
6843,Joshua York,English,35665.12
6844,Kenneth Hall,English,47093.34
6845,Troy Owens,Computer,33985.64
6846,Gregory Powell,English,62686.67
6847,Mrs. Michelle Rodriguez DVM,Geography,48946.5
6848,Thomas Miller,English,56528.15
6849,Hailey Hughes,Science,49200.95
6850,Candace Thomas,English,73655.17
6851,Ryan Clark,English,35511.29
6852,Gabriela Diaz,Biology,69216.09
6853,Sherri Logan,Physics,52419.15
6854,Joshua Russell,Chemistry,56861.69
6855,Sara Coleman,History,75658.71
6856,Timothy Reyes,Science,73114.79
6857,Timothy Fernandez,Math,39274.3
6858,Danielle Morales,Chemistry,43629.72
6859,Henry Murphy,Geography,72844.21
6860,Amanda Perkins,Math,68590.01
6861,Kayla Scott,Math,64811.13
6862,Lawrence Ruiz,Geography,41080.51
6863,Donna Skinner,Chemistry,58132.41
6864,Lindsey Jones,Chemistry,77626.88
6865,Heather Mcdonald,Chemistry,76001.24
6866,Rhonda Williams,Geography,62307.4
6867,Mark Perez,English,49944.05
6868,Maria Patrick,English,49670.63
6869,Kyle Costa,Geography,52549.88
6870,Thomas Ortiz,Physics,67828.34
6871,William Doyle,English,75810.98
6872,Andrea Cooley,History,52255.51
6873,Jeffrey Wright,Physics,49152.62
6874,George Martin,English,30002.05
6875,Gilbert Fernandez,Computer,54116.97
6876,Kathy Herrera,Geography,72626.42
6877,Lauren Blair,Physics,50307.5
6878,Mark Peterson,History,50663.74
6879,Tara Dennis,Geography,32337.9
6880,Diamond Ross,English,41899.04
6881,Michael Henderson,Physics,78754.34
6882,Charles Sanchez,History,66552.69
6883,David Peterson,Computer,40766.26
6884,Brian Johnson,Math,67418.27
6885,Shawn Martin,Math,39449.02
6886,Daniel Fleming,Computer,42673.88
6887,Joseph Miller,Physics,76578.58
6888,Charles Jones,Biology,78614.17
6889,Daniel Hickman,Computer,64350.82
6890,Dawn Berry,Chemistry,46248.19
6891,Anthony Zimmerman,Chemistry,36674.23
6892,Rebecca Camacho,History,71234.96
6893,William Reynolds,Biology,44941.96
6894,Benjamin Owens,Math,40593.86
6895,Gabrielle Joseph,Biology,38700.88
6896,Victoria Allison,English,59682.8
6897,Krystal Hill,Computer,44170.38
6898,Danielle Goodwin,Science,77607.04
6899,Gary Thomas,Geography,74697.89
6900,Jacob Williams,English,70345.25
6901,Margaret Patton,English,62640.33
6902,Tammy Schultz,Geography,78478.99
6903,Kelly Vance,Science,61946.15
6904,Sylvia Moore,Geography,78644.73
6905,Raymond Graham,Biology,59066.96
6906,Tracy Barnett,Computer,40370.71
6907,Christopher West,Physics,76836.75
6908,Tyler Powell,Math,68502.29
6909,Kenneth Hernandez,Biology,44487.13
6910,David Burton,Geography,77500.85
6911,Anne Dixon,Physics,72603.06
6912,Mark Pope,Science,56767.08
6913,Aaron Clark,Math,71114.11
6914,Terri Hernandez,English,38301.9
6915,Amanda Gould,History,42237.13
6916,Brian Brock,Math,63581.7
6917,James Elliott,Geography,42074.36
6918,Megan Lowe,Chemistry,54345.18
6919,Dr. Robert Rivera,Physics,42324.92
6920,Timothy Martin,Math,70597.85
6921,Perry Duncan,Science,49902.31
6922,Darrell Sullivan,Computer,35696.11
6923,Lori Nunez,Biology,43898.88
6924,Stephanie Jimenez,History,54921.25
6925,Melody Benjamin,Physics,62170.5
6926,Kevin Herrera,History,46834.53
6927,James Knox,Chemistry,48017.04
6928,Allison Saunders,Physics,41985.15
6929,Bruce Harris,Math,53288.72
6930,Katie Browning,Physics,59920.15
6931,Kimberly Castaneda,Geography,32959.48
6932,Richard Smith,Biology,75569.11
6933,Phyllis Harris,Science,41132.88
6934,Kathryn Brown,Science,65315.17
6935,Margaret Ortiz,English,47236.34
6936,Mr. Shane Delgado Jr.,Geography,62288.32
6937,Michelle Mason,History,39897.97
6938,Laura Martin,Chemistry,43468.72
6939,Aaron Stewart,English,57472.5
6940,Valerie Burke,Science,77229.39
6941,Sean Wright,History,50430.53
6942,Christopher Santana,Physics,59876.91
6943,William Bailey,Biology,68473.83
6944,Julie Chapman,Physics,68141.02
6945,Robert Cameron,Math,77163.76
6946,Lisa Lewis,Computer,70121.59
6947,Morgan Austin,Physics,37037.92
6948,Bradley Wood,Computer,35247.89
6949,Dr. Joan Collins,Math,45318.39
6950,Tiffany Jones,Physics,35459.16
6951,Rebecca Rodriguez,Science,61826.4
6952,William Rodriguez,Geography,33272.53
6953,Danielle Crawford,Biology,45568.8
6954,Mackenzie Turner,Science,77960.34
6955,Nicole Hart,Computer,57990.44
6956,Lori Austin,Math,69942.58
6957,Joshua Meadows,Math,45072.54
6958,Scott Goodwin,Computer,42006.64
6959,Mia Henry,Geography,47605.42
6960,William Mclaughlin,Computer,37873.88
6961,David Fox,Science,33614.35
6962,Brian Burns,Math,56451.45
6963,Jessica Miller MD,Computer,53612.57
6964,Elizabeth Hoffman,Math,69318.95
6965,Joel Smith,Math,36964.75
6966,Donald Farrell,Science,43793.61
6967,Daniel Rodriguez,Science,76207.82
6968,Laurie Carter,History,72530.58
6969,Ryan Young,Geography,48056.31
6970,Logan Marshall,Science,40953.39
6971,Mary Pineda,Computer,45033.33
6972,Jessica Peck,English,56411.48
6973,Stephen Walker,Physics,41808.47
6974,Eric Martin,Physics,47831.62
6975,Claire Walsh,Biology,70377.13
6976,Ross Sparks,English,69565.11
6977,Michelle Stevens,Biology,67297.76
6978,Matthew Zimmerman,Physics,64971.11
6979,Antonio Reid,English,41898.29
6980,Brandon Ellis,History,54409.72
6981,Katherine Barber,Biology,50474.45
6982,Steve Ortiz,History,42030.68
6983,Michael Mcdonald,Science,40115.48
6984,Carolyn Brown,Science,65039.6
6985,Wendy Edwards,History,51857.89
6986,Tara Trujillo,History,61211.79
6987,David Williams,Science,37995.91
6988,Bruce Crane,Biology,33810.27
6989,Nicholas Patel,Geography,34549.31
6990,William Ramos,Biology,56426.6
6991,Jesse Watson,Physics,35606.73
6992,Samuel Oneal,Physics,56980.98
6993,Daniel Lynn,Math,50007.4
6994,Deanna Hernandez,History,52408.03
6995,Brandon Leach,English,79869.87
6996,Susan Barton,Biology,61261.18
6997,James Moore,Chemistry,53875.41
6998,Daniel Stewart,Biology,43115.76
6999,Craig Harrison,Physics,65171.15
7000,Angela Williams,Geography,33450.21
7001,Matthew Nicholson,Geography,69621.5
7002,Franklin Rodriguez,Chemistry,68424.3
7003,Cynthia Cervantes,Physics,49962.14
7004,Alexa Coleman,Science,62418.01
7005,Erin Meyer,History,37405.36
7006,Angela Santiago,Science,43825.8
7007,Erika Wilson,Chemistry,50617.34
7008,Danielle Johnson,Math,67946.21
7009,Suzanne Brennan,Science,41741.06
7010,Maria Scott,Physics,65603.6
7011,Lucas Fritz,Physics,79984.57
7012,Randy Sutton,Geography,75508.62
7013,Angelica Kent,Geography,79840.74
7014,Willie Smith,Chemistry,51294.34
7015,Adam Kirk,Chemistry,52894.01
7016,Mr. Kenneth Horton,Computer,34167.33
7017,Tracy Edwards,Computer,57064.05
7018,Danielle Arellano,History,37829.69
7019,Shawn Warren,Geography,51896.34
7020,Stacy Walter,Math,36828.02
7021,Gary Lowe,Geography,40790.93
7022,Jennifer Fletcher,English,79867.72
7023,Ashley Guzman,Science,61440.55
7024,Lauren Coleman,Physics,36766.43
7025,Mr. Anthony Patterson,Computer,31264.13
7026,James Jenkins,Geography,41629.7
7027,Cindy Stark,Biology,67401.54
7028,Lauren Williamson,Math,72899.36
7029,Rachel Jones,Science,34933.34
7030,John Estrada,Biology,64167.32
7031,Melanie Diaz,Physics,56396.51
7032,John Carr,Math,69898.8
7033,Megan Logan,Physics,30335.44
7034,Kevin Morse,Science,48286.01
7035,Aaron Blair,English,72741.07
7036,Julia Johnson,Chemistry,63412.15
7037,Martin Peters,English,37833.56
7038,Dr. Joshua Lester MD,English,74037.09
7039,Amanda Hartman,Physics,40028.65
7040,Paige Martinez,English,45274.74
7041,Mark Mcgrath,Chemistry,46537.86
7042,Lynn Brady,History,47083.76
7043,Randy Randolph,Science,30079.38
7044,Mark Duke,Computer,48142.3
7045,Jordan Fitzgerald,Math,61507.29
7046,Michelle Conner,Geography,71850.38
7047,Billy Price,Biology,76127.67
7048,Yvonne Patterson,English,34257.61
7049,Mathew Brooks,Physics,50674.05
7050,Christopher Gregory,Geography,63629.39
7051,Elizabeth Griffin,Science,56729.18
7052,Kathryn Carpenter,History,42716.61
7053,Edward Jones,Computer,50009.48
7054,Katherine Phillips,Physics,46017.37
7055,Linda Abbott,Geography,63516.12
7056,Cheryl Vaughan,History,42887.79
7057,Cheryl Taylor,Computer,46875.75
7058,Stephanie Wolf,Biology,35182.88
7059,Debra Ellis,Math,38238.58
7060,Stephanie Smith,Physics,52572.59
7061,Sabrina Singh,Biology,45260.61
7062,Meredith Bush,Biology,79238.01
7063,Alexander Hancock,Physics,42250.46
7064,Gary Miller,Physics,65299.82
7065,Richard Allen,English,46510.44
7066,Lori Conrad,Science,41270.61
7067,Robert Medina,Computer,39532.86
7068,Joseph Madden Jr.,Math,47889.48
7069,David Cervantes,Science,59590.64
7070,Jose Lewis,English,70337.59
7071,Brooke Myers,English,52066.61
7072,Christopher Harris,Math,45354.01
7073,Derek Keller,Math,76354.66
7074,Scott Gray,Science,58222.32
7075,William Campbell,Physics,59903.52
7076,Gloria Booth,Math,54935.25
7077,Karen Henderson,Geography,61579.59
7078,Erika Clark,Chemistry,75154.81
7079,Aaron Roberts,Computer,36104.94
7080,Deanna Hartman,English,69979.36
7081,Daniel Thompson,English,49867.06
7082,Patrick Roman,Math,60585.29
7083,Adrian Chen,Geography,56015.5
7084,Nicole Perry,Biology,32081.27
7085,James Burke,Math,67133.14
7086,Kelly Hernandez,Science,60837.1
7087,Savannah Deleon,History,62677.91
7088,Mary Smith,Science,58637.57
7089,Connor Mosley,Physics,76128.91
7090,Stacy Rangel,Computer,45835.72
7091,Justin Scott,History,78455.22
7092,Andrew Johnson,English,60909.45
7093,Jill Ballard,Physics,68128.12
7094,Isabella Alvarez,Chemistry,54564.95
7095,David Young,Geography,33942.43
7096,Mark Harris,Science,70187.52
7097,Jason Webb,Math,40101.8
7098,Antonio Schmidt,English,47932.31
7099,Debra Drake,English,50239.31
7100,Ryan Lee,Physics,34528.92
7101,Gregory Morrow,Geography,52189.95
7102,Steven Mclaughlin,Science,75558.33
7103,Nicole Pierce,Science,32135.69
